File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random2_4_9,8332,4,9,12 states,12 symbols,274,13,14,129,1.094,17,16,5678,169972,SAT,1217.073,96,96,1,96,0,95,1.0,0.01,1.0,0.0,0.5,0.5,0.240255376344086,48.15,0.0,,17,16,5678,169972,SAT,1479.6411,96,96,8,95,1,88,0.89,0.08,0.99,0.20,0.50,0.50,0.3326612903225806
Random2_9_9,3485,9,9,12 states,12 symbols,274,13,14,129,1.0618,17,16,5678,169972,SAT,1227.052,96,96,2,96,0,94,1.0,0.02,1.0,0.0,0.5,0.5,0.240255376344086,48.15,0.0,,17,16,5678,169972,SAT,1503.3463,96,96,8,95,1,88,0.89,0.08,0.99,0.20,0.50,0.50,0.3326612903225806
Random2_8_9,7526,8,9,12 states,12 symbols,274,13,14,129,1.0726,17,16,5678,169972,SAT,1438.802,96,96,1,96,0,95,1.0,0.01,1.0,0.0,0.5,0.5,0.3908811475409836,48.15,0.0,,17,16,5678,169972,SAT,1501.4887,96,96,7,92,4,89,0.64,0.07,0.96,0.10,0.50,0.50,0.3326612903225806
Random2_1_9,2970,1,9,12 states,12 symbols,274,13,14,129,1.0637,17,16,5678,169972,SAT,1377.5045,96,96,0,96,0,96,0.0,0.0,0.0,0.0,0.5,0.0,0.3908811475409836,48.15,0.0,,17,16,5678,169972,SAT,1497.3272,96,96,13,92,4,83,0.76,0.14,0.96,0.20,0.50,0.50,0.3326612903225806
Random2_0_9,9327,0,9,12 states,12 symbols,274,13,14,129,1.0923,17,16,5678,169972,SAT,1291.9248,96,96,1,96,0,95,1.0,0.01,1.0,0.0,0.5,0.5,0.240255376344086,48.15,0.0,,17,16,5678,169972,SAT,1494.9404,96,96,6,92,4,90,0.60,0.06,0.96,0.10,0.50,0.50,0.3326612903225806
Random2_2_9,8690,2,9,12 states,12 symbols,274,13,14,129,1.0774,17,16,5678,169972,SAT,1286.1982,96,96,0,95,1,96,0.0,0.0,0.99,0.0,0.5,0.5,0.3326612903225806,48.15,0.0,,17,16,5678,169972,SAT,1488.0914,96,96,3,92,4,93,0.43,0.03,0.96,0.10,0.50,0.50,0.3326612903225806
Random2_5_9,8737,5,9,12 states,12 symbols,274,13,14,129,1.0648,17,16,5678,169972,SAT,1426.7503,96,96,0,96,0,96,0.0,0.0,0.0,0.0,0.5,0.0,0.3908811475409836,48.15,0.0,,17,16,5678,169972,SAT,1489.5441,96,96,10,92,4,86,0.71,0.10,0.96,0.20,0.50,0.50,0.3326612903225806
Random2_7_9,216,7,9,12 states,12 symbols,274,13,14,129,1.0706,17,16,5678,169972,SAT,1262.6413,96,96,1,96,0,95,1.0,0.01,1.0,0.0,0.5,0.5,0.240255376344086,48.15,0.0,,17,16,5678,169972,SAT,1521.1037,96,96,7,91,5,89,0.58,0.07,0.95,0.10,0.50,0.50,0.3326612903225806
Random2_6_9,1871,6,9,12 states,12 symbols,274,13,14,129,1.0745,17,16,5678,169972,SAT,1294.4641,96,96,0,96,0,96,0.0,0.0,0.0,0.0,0.5,0.0,0.240255376344086,48.15,0.0,,17,16,5678,169972,SAT,1499.5884,96,96,8,93,3,88,0.73,0.08,0.97,0.10,0.50,0.50,0.3326612903225806
Random2_3_9,9989,3,9,12 states,12 symbols,274,13,14,129,1.0834,17,16,5678,169972,SAT,1227.8341,96,96,0,96,0,96,0.0,0.0,0.0,0.0,0.5,0.0,0.240255376344086,48.15,0.0,,17,16,5678,169972,SAT,1480.7334,96,96,4,94,2,92,0.67,0.04,0.98,0.10,0.50,0.50,0.3326612903225806
