File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random2_3_75,9989,3,75,12 states,12 symbols,1400,12,0,674,6.5845,13,12,10803,313385,SAT,624.2165,300,300,130,289,11,170,0.92,0.43,0.96,0.6,0.7,0.7,0.8125,100.0,0.0,,13,12,10803,313385,SAT,671.1223,300,300,243,298,2,57,0.99,0.81,0.99,0.90,0.90,0.90,0.8958333333333334
Random2_4_75,8332,4,75,12 states,12 symbols,1416,15,1,653,7.1916,13,12,10530,305980,SAT,450.0787,300,300,45,296,4,255,0.92,0.15,0.99,0.3,0.6,0.6,0.7291666666666666,93.75,0.0,,13,12,10530,305980,SAT,579.4762,300,300,86,287,13,214,0.87,0.29,0.96,0.40,0.60,0.60,0.7291666666666666
Random2_1_75,2970,1,75,12 states,12 symbols,1402,13,0,696,5.1952,13,12,11089,322897,SAT,398.8999,300,300,108,295,5,192,0.96,0.36,0.98,0.5,0.7,0.7,0.9166666666666666,100.0,0.0,,13,12,11089,322897,SAT,473.2711,300,300,174,290,10,126,0.95,0.58,0.97,0.70,0.80,0.80,0.9166666666666666
Random2_5_75,8737,5,75,12 states,12 symbols,1405,17,1,644,14.2048,14,13,11382,353874,SAT,703.9133,300,300,35,297,3,265,0.92,0.12,0.99,0.2,0.6,0.6,0.7411858974358975,94.44,0.0,,14,13,11382,353874,SAT,835.1653,300,300,70,288,12,230,0.85,0.23,0.96,0.40,0.60,0.60,0.7011217948717949
Random2_9_75,3485,9,75,12 states,12 symbols,1400,13,0,673,7.2891,13,12,10790,313306,SAT,412.9195,300,300,47,297,3,253,0.94,0.16,0.99,0.3,0.6,0.6,0.8843085106382979,100.0,0.0,,13,12,10790,313306,SAT,660.8197,300,300,156,294,6,144,0.96,0.52,0.98,0.70,0.80,0.80,0.8541666666666666
Random2_6_75,1871,6,75,12 states,12 symbols,1416,11,0,649,6.5108,12,11,9528,255939,SAT,330.348,300,300,4,300,0,296,1.0,0.01,1.0,0.0,0.5,0.5,0.7840909090909092,100.0,0.0,,12,11,9528,255939,SAT,370.3576,300,300,50,297,3,250,0.94,0.17,0.99,0.30,0.60,0.60,0.7840909090909092
Random2_8_75,7526,8,75,12 states,12 symbols,1410,15,0,693,7.3879,13,12,11050,322322,SAT,497.9215,300,300,3,300,0,297,1.0,0.01,1.0,0.0,0.5,0.5,0.8125,100.0,0.0,,13,12,11050,322322,SAT,663.5248,300,300,34,299,1,266,0.97,0.11,1.00,0.20,0.60,0.60,0.9166666666666666
Random2_7_75,216,7,75,12 states,12 symbols,1423,12,0,681,5.6155,13,12,10894,316304,SAT,609.5475,300,300,97,295,5,203,0.95,0.32,0.98,0.5,0.7,0.7,0.8541666666666666,100.0,0.0,,13,12,10894,316304,SAT,644.7713,300,300,164,291,9,136,0.95,0.55,0.97,0.70,0.80,0.80,0.875
Random2_0_75,9327,0,75,12 states,12 symbols,1425,23,3,685,27.5303,17,16,15130,566934,SAT,1625.7375,300,300,21,298,2,279,0.91,0.07,0.99,0.1,0.5,0.5,0.4921875,88.46,0.0,,17,16,15130,566934,SAT,1675.9545,300,300,78,284,16,222,0.83,0.26,0.95,0.40,0.60,0.60,0.40104166666666663
Random2_2_75,8690,2,75,12 states,12 symbols,1403,20,2,636,14.7804,14,13,11270,351570,SAT,616.5203,300,300,60,297,3,240,0.95,0.2,0.99,0.3,0.6,0.6,0.8413461538461539,90.91,0.0,,14,13,11270,351570,SAT,807.6502,300,300,72,299,1,228,0.99,0.24,1.00,0.40,0.60,0.60,0.7683823529411764
