File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
bluetooth_2_0,8134,2,0,15 states,15 symbols,223,7,30,111,15,1444,9,0,1.7178,13,12,14469,345839,SAT,627.5632,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.15,18.92,3902.7,,13,12,14469,345839,SAT,623.4370,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00,0.15
bluetooth_7_0,8095,7,0,15 states,15 symbols,223,7,30,111,15,1444,9,0,1.4538,13,12,14469,345839,SAT,621.0589,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.15,18.92,3902.7,,13,12,14469,345839,SAT,621.6808,56,56,1,56,0,55,1.00,0.02,1.00,0.00,0.50,0.50,0.15
bluetooth_9_0,2581,9,0,15 states,15 symbols,223,7,30,111,15,1444,9,0,1.4257,13,12,14469,345839,SAT,619.9342,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1392857142857143,18.92,3902.7,,13,12,14469,345839,SAT,619.8058,56,56,1,56,0,55,1.00,0.02,1.00,0.00,0.50,0.50,0.15
bluetooth_6_0,5064,6,0,15 states,15 symbols,223,7,30,111,15,1444,9,0,1.4133,13,12,14469,345839,SAT,625.9792,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.151004016064257,18.92,3902.7,,13,12,14469,345839,SAT,619.6916,56,56,1,56,0,55,1.00,0.02,1.00,0.00,0.50,0.50,0.15
bluetooth_3_0,7492,3,0,15 states,15 symbols,223,7,30,111,15,1444,9,0,1.3982,13,12,14469,345839,SAT,619.6062,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1421516754850088,18.92,3902.7,,13,12,14469,345839,SAT,620.2394,56,56,1,56,0,55,1.00,0.02,1.00,0.00,0.50,0.50,0.15
bluetooth_8_0,7258,8,0,15 states,15 symbols,223,7,30,111,15,1444,9,0,1.6162,13,12,14469,345839,SAT,630.4162,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1294320137693631,18.92,3902.7,,13,12,14469,345839,SAT,620.2442,56,56,1,56,0,55,1.00,0.02,1.00,0.00,0.50,0.50,0.15
bluetooth_4_0,8493,4,0,15 states,15 symbols,223,7,30,111,15,1444,9,0,1.4378,13,12,14469,345839,SAT,625.6823,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1312169312169312,18.92,3902.7,,13,12,14469,345839,SAT,620.5490,56,56,1,56,0,55,1.00,0.02,1.00,0.00,0.50,0.50,0.15
bluetooth_1_0,4955,1,0,15 states,15 symbols,223,7,30,111,15,1444,9,0,1.5883,13,12,14469,345839,SAT,624.4849,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1607142857142857,18.92,3902.7,,13,12,14469,345839,SAT,620.4789,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00,0.15
bluetooth_5_0,5571,5,0,15 states,15 symbols,223,7,30,111,15,1444,9,0,1.4032,13,12,14469,345839,SAT,625.6261,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.151004016064257,18.92,3902.7,,13,12,14469,345839,SAT,619.5804,56,56,3,56,0,53,1.00,0.05,1.00,0.10,0.50,0.50,0.15
bluetooth_0_0,6773,0,0,15 states,15 symbols,223,7,30,111,15,1444,9,0,1.6884,13,12,14469,345839,SAT,626.2755,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1411730545876887,18.92,3902.7,,13,12,14469,345839,SAT,619.9888,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00,0.15
