File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random2_6_150,1871,6,150,12 states,12 symbols,3045,12,0,1395,12,0,0,0,34.266,13,12,20176,614042,SAT,606.5549,600.0,600.0,158.0,597.0,3.0,442.0,0.98,0.26,0.99,0.4,0.6,0.6,0.9153079710144928,100.0,0.0,,13,12,20176,614042,SAT,749.6840,600,600,258,593,7,342,0.97,0.43,0.99,0.60,0.70,0.70,0.875
Random2_1_18,2970,1,18,12 states,12 symbols,274,17,7,128,12,1041,0,0,1.6505,13,12,3705,89759,SAT,309.587,96.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5416666666666666,70.83,4337.5,,13,12,3705,89759,SAT,401.9207,96,96,7,95,1,89,0.88,0.07,0.99,0.10,0.50,0.50,0.5263741134751774
Random2_6_9,1871,6,9,12 states,12 symbols,274,17,7,128,12,1041,0,0,1.577,13,12,3705,89759,SAT,376.4492,96.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5263741134751774,70.83,4337.5,,13,12,3705,89759,SAT,395.5527,96,96,4,95,1,92,0.80,0.04,0.99,0.10,0.50,0.50,0.5263741134751774
Random2_3_18,9989,3,18,12 states,12 symbols,274,17,7,128,12,1041,0,0,1.6399,13,12,3705,89759,SAT,286.2326,96.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5208333333333334,70.83,4337.5,,13,12,3705,89759,SAT,398.1823,96,96,4,95,1,92,0.80,0.04,0.99,0.10,0.50,0.50,0.5263741134751774
Random2_4_600,247,4,600,12 states,12 symbols,12381,13,0,5571,12,0,0,0,1730.8644,13,12,74464,2355772,SAT,948.7705,2400.0,2400.0,2400.0,2400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,
Random2_5_75,8737,5,75,12 states,12 symbols,1405,12,0,697,12,28,0,0,7.3667,13,12,11102,322976,SAT,640.4679,300.0,300.0,4.0,300.0,0.0,296.0,1.0,0.01,1.0,0.0,0.5,0.5,0.7916666666666666,100.0,233.33,,13,12,11102,322976,SAT,683.9516,300,300,40,299,1,260,0.98,0.13,1.00,0.20,0.60,0.60,0.7916666666666666
Random2_0_37,9327,0,37,12 states,12 symbols,573,22,9,259,12,1157,0,0,6.1577,15,14,6600,200955,SAT,823.5919,148.0,148.0,0.0,148.0,0.0,148.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5115740740740741,70.97,3732.26,,15,14,6600,200955,SAT,967.3877,148,148,4,147,1,144,0.80,0.03,0.99,0.10,0.50,0.50,0.5115740740740741
Random2_0_300,9327,0,300,12 states,12 symbols,6257,13,0,2828,12,4,0,0,149.0867,13,12,38805,1211941,SAT,707.6671,1200.0,1200.0,548.0,1192.0,8.0,652.0,0.99,0.46,0.99,0.6,0.7,0.7,0.9583333333333334,100.0,30.77,,13,12,38805,1211941,SAT,828.8674,1200,1200,746,1183,17,454,0.98,0.62,0.99,0.80,0.80,0.80,0.9791666666666666
Random2_1_37,2970,1,37,12 states,12 symbols,563,17,4,252,12,337,0,0,2.749,14,13,5894,165322,SAT,396.2569,148.0,148.0,0.0,148.0,0.0,148.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5661764705882353,80.95,1604.76,,14,13,5894,165322,SAT,501.1648,148,148,2,147,1,146,0.67,0.01,0.99,0.00,0.50,0.50,0.5208333333333333
Random2_2_9,8690,2,9,12 states,12 symbols,274,17,7,128,12,1041,0,0,1.5518,13,12,3705,89759,SAT,307.5654,96.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5416666666666666,70.83,4337.5,,13,12,3705,89759,SAT,399.4074,96,96,1,95,1,95,0.50,0.01,0.99,0.00,0.50,0.50,0.5263741134751774
