File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random3_7_600,9675,7,600,10 states,8 symbols,10097,13,0,4553,8,12,0,0,710.7492,11,10,51062,1370485,SAT,148.6351,2400.0,2400.0,2400.0,2400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,92.31,,11,10,51062,1370485,SAT,130.0705,2400,2400,2400,2400,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random3_6_150,6253,6,150,10 states,8 symbols,2546,15,0,1091,8,41,0,0,62.1822,11,10,12980,339293,SAT,49.625,600.0,600.0,297.0,583.0,17.0,303.0,0.95,0.49,0.97,0.6,0.7,0.7,0.95,100.0,273.33,,11,10,12980,339293,SAT,47.6719,600,600,297,580,20,303,0.94,0.49,0.97,0.60,0.70,0.70,0.85
Random3_9_0,3863,9,0,10 states,8 symbols,196,4,16,94,8,367,0,0,0.8032,11,10,2013,43397,SAT,33.9946,84.0,84.0,2.0,84.0,0.0,82.0,1.0,0.02,1.0,0.0,0.5,0.5,0.25,20.0,1835.0,,11,10,2013,43397,SAT,35.3471,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.225
Random3_2_300,1564,2,300,10 states,8 symbols,5085,12,0,2531,8,17,0,0,151.0958,11,10,28820,767687,SAT,69.1185,1200.0,1200.0,1200.0,1190.0,10.0,0.0,0.99,1.0,0.99,1.0,1.0,1.0,0.975,100.0,141.67,,11,10,28820,767687,SAT,70.8068,1200,1200,1200,1190,10,0,0.99,1.00,0.99,1.00,1.00,1.00,0.975
Random3_0_150,221,0,150,10 states,8 symbols,2517,15,1,1185,8,81,0,0,60.433,11,10,14014,367547,SAT,47.7529,600.0,600.0,279.0,584.0,16.0,321.0,0.95,0.47,0.97,0.6,0.7,0.7,0.95,93.75,506.25,,11,10,14014,367547,SAT,48.0718,600,600,279,588,12,321,0.96,0.47,0.98,0.60,0.70,0.70,0.975
Random3_9_75,3863,9,75,10 states,8 symbols,1187,13,1,520,8,116,0,0,10.4617,11,10,6699,168893,SAT,15.3573,300.0,300.0,108.0,291.0,9.0,192.0,0.92,0.36,0.97,0.5,0.7,0.7,0.7849358974358974,92.86,828.57,,11,10,6699,168893,SAT,15.9968,300,300,51,290,10,249,0.84,0.17,0.97,0.30,0.60,0.60,0.775
Random3_2_600,1564,2,600,10 states,8 symbols,10087,13,0,4584,8,16,0,0,827.6389,11,10,51403,1379723,SAT,147.4268,2400.0,2400.0,2400.0,2400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,123.08,,11,10,51403,1379723,SAT,118.9904,2400,2400,2400,2353,47,0,0.98,1.00,0.98,1.00,1.00,1.00,0.95
Random3_9_18,3863,9,18,10 states,8 symbols,196,4,16,94,8,367,0,0,0.9487,11,10,2013,43397,SAT,35.2683,84.0,84.0,0.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,0.5,0.0,0.225,20.0,1835.0,,11,10,2013,43397,SAT,35.2417,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.225
Random3_1_600,9321,1,600,10 states,8 symbols,10098,13,0,4629,8,5,0,0,583.3462,11,10,51898,1393133,SAT,140.8843,2400.0,2400.0,2400.0,2400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,38.46,,11,10,51898,1393133,SAT,150.9119,2400,2400,2400,2400,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random3_1_18,9321,1,18,10 states,8 symbols,196,4,16,94,8,367,0,0,0.8335,11,10,2013,43397,SAT,35.1153,84.0,84.0,0.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,0.5,0.0,0.225,20.0,1835.0,,11,10,2013,43397,SAT,35.2761,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.225
Random3_7_1200,9675,7,1200,10 states,8 symbols,19890,15,0,9649,8,0,0,0,5106.4809,11,10,107118,2889577,SAT,225.4605,4800.0,4800.0,4800.0,4800.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,11,10,107118,2889577,SAT,200.9122,4800,4800,4800,4800,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random3_6_75,6253,6,75,10 states,8 symbols,1165,13,4,538,8,44,0,0,10.9425,13,12,8359,247495,SAT,200.9945,300.0,300.0,16.0,297.0,3.0,284.0,0.84,0.05,0.99,0.1,0.5,0.5,0.5958333333333333,76.47,258.82,,13,12,8359,247495,SAT,343.9864,300,300,11,297,3,289,0.79,0.04,0.99,0.10,0.50,0.50,0.48125
Random3_7_300,9675,7,300,10 states,8 symbols,5100,13,0,2151,8,25,0,0,169.7599,11,10,24640,654689,SAT,55.5125,1200.0,1200.0,1200.0,1189.0,11.0,0.0,0.99,1.0,0.99,1.0,1.0,1.0,0.975,100.0,192.31,,11,10,24640,654689,SAT,59.0061,1200,1200,1200,1185,15,0,0.99,1.00,0.99,1.00,1.00,1.00,0.975
Random3_9_1200,3863,9,1200,10 states,8 symbols,19843,13,0,9463,8,0,0,0,3124.1375,11,10,105072,2833665,SAT,179.0686,4800.0,4800.0,4800.0,4800.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,11,10,105072,2833665,SAT,164.5237,4800,4800,4800,4800,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random3_4_18,3551,4,18,10 states,8 symbols,196,4,16,94,8,367,0,0,0.8005,11,10,2013,43397,SAT,35.3032,84.0,84.0,0.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,0.5,0.0,0.225,20.0,1835.0,,11,10,2013,43397,SAT,35.2399,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.225
Random3_5_37,6267,5,37,10 states,8 symbols,500,6,17,185,8,376,0,0,5.1353,12,11,3384,85987,SAT,21.3195,148.0,148.0,2.0,147.0,1.0,146.0,0.67,0.01,0.99,0.0,0.5,0.5,0.2863636363636364,26.09,1634.78,,12,11,3384,85987,SAT,27.9132,148,148,2,147,1,146,0.67,0.01,0.99,0.00,0.50,0.50,0.2625
Random3_0_1200,221,0,1200,10 states,8 symbols,19823,13,0,9139,8,4,0,0,2823.8409,11,10,101508,2737113,SAT,196.106,4800.0,4800.0,4800.0,4800.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,30.77,,11,10,101508,2737113,SAT,193.6932,4800,4800,4800,4800,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random3_2_37,1564,2,37,10 states,8 symbols,491,9,3,241,8,232,0,0,1.851,11,10,3630,85267,SAT,8.6705,148.0,148.0,3.0,148.0,0.0,145.0,1.0,0.02,1.0,0.0,0.5,0.5,0.5570512820512821,75.0,1933.33,,11,10,3630,85267,SAT,8.9843,148,148,1,148,0,147,1.00,0.01,1.00,0.00,0.50,0.50,0.6583333333333333
Random3_0_18,221,0,18,10 states,8 symbols,196,4,16,94,8,367,0,0,0.8139,11,10,2013,43397,SAT,33.2688,84.0,84.0,0.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,20.0,1835.0,,11,10,2013,43397,SAT,35.2737,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.225
Random3_5_0,6267,5,0,10 states,8 symbols,196,4,16,94,8,367,0,0,0.8256,11,10,2013,43397,SAT,33.5182,84.0,84.0,0.0,83.0,1.0,84.0,0.0,0.0,0.99,0.0,0.5,0.5,0.25,20.0,1835.0,,11,10,2013,43397,SAT,35.2507,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.225
Random3_1_37,9321,1,37,10 states,8 symbols,510,1,25,187,8,692,0,0,6.1948,14,13,4200,122438,SAT,636.6665,148.0,148.0,0.0,148.0,0.0,148.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2676470588235294,3.85,2661.54,,14,13,4200,122438,SAT,639.2210,148,148,0,148,0,148,0.00,0.00,0.00,0.00,0.50,0.00,0.2676470588235294
Random3_9_150,3863,9,150,10 states,8 symbols,2513,15,0,1157,8,74,0,0,60.2616,11,10,13706,358961,SAT,27.8678,600.0,600.0,415.0,568.0,32.0,185.0,0.93,0.69,0.95,0.8,0.8,0.8,0.9,100.0,493.33,,11,10,13706,358961,SAT,43.4852,600,600,332,587,13,268,0.96,0.55,0.98,0.70,0.80,0.80,0.925
Random3_1_300,9321,1,300,10 states,8 symbols,5114,15,0,2209,8,7,0,0,192.4958,11,10,25278,672457,SAT,79.9107,1200.0,1200.0,1200.0,1200.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,46.67,,11,10,25278,672457,SAT,76.8846,1200,1200,1200,1183,17,0,0.99,1.00,0.99,1.00,1.00,1.00,0.975
Random3_9_300,3863,9,300,10 states,8 symbols,5095,13,0,2378,8,13,0,0,194.311,11,10,27137,722335,SAT,81.4282,1200.0,1200.0,566.0,1177.0,23.0,634.0,0.96,0.47,0.98,0.6,0.7,0.7,0.9,100.0,100.0,,11,10,27137,722335,SAT,80.3765,1200,1200,566,1177,23,634,0.96,0.47,0.98,0.60,0.70,0.70,0.9
Random3_5_75,6267,5,75,10 states,8 symbols,1196,11,1,500,8,85,0,0,10.1633,11,10,6479,162449,SAT,20.568,300.0,300.0,247.0,280.0,20.0,53.0,0.93,0.82,0.93,0.9,0.9,0.9,0.875,91.67,708.33,,11,10,6479,162449,SAT,20.1313,300,300,247,280,20,53,0.93,0.82,0.93,0.90,0.90,0.90,0.875
Random3_0_75,221,0,75,10 states,8 symbols,1194,12,4,544,8,154,0,0,9.256,12,11,7692,211416,SAT,61.0806,300.0,300.0,7.0,299.0,1.0,293.0,0.88,0.02,1.0,0.0,0.5,0.5,0.6920454545454545,75.0,962.5,,12,11,7692,211416,SAT,73.7612,300,300,6,300,0,294,1.00,0.02,1.00,0.00,0.50,0.50,0.7159090909090908
Random3_5_150,6267,5,150,10 states,8 symbols,2498,11,0,1247,8,64,0,0,31.6621,11,10,14696,384813,SAT,29.9562,600.0,600.0,270.0,596.0,4.0,330.0,0.99,0.45,0.99,0.6,0.7,0.7,0.95,100.0,581.82,,11,10,14696,384813,SAT,29.8362,600,600,270,596,4,330,0.99,0.45,0.99,0.60,0.70,0.70,0.95
Random3_8_75,1559,8,75,10 states,8 symbols,1185,15,0,578,8,101,0,0,11.5634,11,10,7337,186419,SAT,18.4181,300.0,300.0,135.0,295.0,5.0,165.0,0.96,0.45,0.98,0.6,0.7,0.7,0.9,100.0,673.33,,11,10,7337,186419,SAT,23.4639,300,300,130,299,1,170,0.99,0.43,1.00,0.60,0.70,0.70,0.9
Random3_9_600,3863,9,600,10 states,8 symbols,10107,13,0,4797,8,0,0,0,668.4678,11,10,53746,1443197,SAT,150.075,2400.0,2400.0,2400.0,2375.0,25.0,0.0,0.99,1.0,0.99,1.0,1.0,1.0,0.975,100.0,0.0,,11,10,53746,1443197,SAT,117.4310,2400,2400,2400,2375,25,0,0.99,1.00,0.99,1.00,1.00,1.00,0.975
Random3_7_75,9675,7,75,10 states,8 symbols,1173,16,3,510,8,166,0,0,22.0169,13,12,7995,236495,SAT,352.0231,300.0,300.0,29.0,294.0,6.0,271.0,0.83,0.1,0.98,0.2,0.5,0.5,0.7104166666666667,84.21,873.68,,13,12,7995,236495,SAT,340.1985,300,300,29,294,6,271,0.83,0.10,0.98,0.20,0.50,0.50,0.7104166666666667
Random3_1_0,9321,1,0,10 states,8 symbols,196,4,16,94,8,367,0,0,0.7924,11,10,2013,43397,SAT,33.2559,84.0,84.0,3.0,82.0,2.0,81.0,0.6,0.04,0.98,0.1,0.5,0.5,0.25,20.0,1835.0,,11,10,2013,43397,SAT,35.3226,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.225
Random3_4_1200,3551,4,1200,10 states,8 symbols,19696,13,0,8943,8,0,0,0,3154.27,11,10,99352,2678705,SAT,171.5557,4800.0,4800.0,4800.0,4800.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,11,10,99352,2678705,SAT,175.2987,4800,4800,4800,4800,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random3_6_0,6253,6,0,10 states,8 symbols,196,4,16,94,8,367,0,0,0.791,11,10,2013,43397,SAT,33.2787,84.0,84.0,1.0,84.0,0.0,83.0,1.0,0.01,1.0,0.0,0.5,0.5,0.25,20.0,1835.0,,11,10,2013,43397,SAT,35.2487,84,84,1,84,0,83,1.00,0.01,1.00,0.00,0.50,0.50,0.225
Random3_2_150,1564,2,150,10 states,8 symbols,2493,12,0,1063,8,98,0,0,33.8023,11,10,12672,330223,SAT,47.6861,600.0,600.0,341.0,576.0,24.0,259.0,0.93,0.57,0.96,0.7,0.8,0.8,0.875,100.0,816.67,,11,10,12672,330223,SAT,48.0776,600,600,341,576,24,259,0.93,0.57,0.96,0.70,0.80,0.80,0.875
Random3_4_600,3551,4,600,10 states,8 symbols,10035,13,0,4704,8,0,0,0,768.1939,11,10,52723,1415483,SAT,116.3702,2400.0,2400.0,2400.0,2372.0,28.0,0.0,0.99,1.0,0.99,1.0,1.0,1.0,0.975,100.0,0.0,,11,10,52723,1415483,SAT,118.0089,2400,2400,2400,2372,28,0,0.99,1.00,0.99,1.00,1.00,1.00,0.975
Random3_3_18,7968,3,18,10 states,8 symbols,196,4,16,94,8,367,0,0,0.7933,11,10,2013,43397,SAT,35.1846,84.0,84.0,0.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,0.5,0.0,0.225,20.0,1835.0,,11,10,2013,43397,SAT,35.2263,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.225
Random3_9_37,3863,9,37,10 states,8 symbols,506,17,14,237,8,405,0,0,9.0242,15,14,5370,172463,SAT,739.3665,148.0,148.0,3.0,147.0,1.0,145.0,0.75,0.02,0.99,0.0,0.5,0.5,0.3428571428571428,54.84,1306.45,,15,14,5370,172463,SAT,639.2961,148,148,3,147,1,145,0.75,0.02,0.99,0.00,0.50,0.50,0.36428571428571427
Random3_4_0,3551,4,0,10 states,8 symbols,196,4,16,94,8,367,0,0,0.8032,11,10,2013,43397,SAT,35.1183,84.0,84.0,0.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,0.5,0.0,0.225,20.0,1835.0,,11,10,2013,43397,SAT,35.1800,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.225
Random3_4_75,3551,4,75,10 states,8 symbols,1157,27,9,557,8,285,0,0,84.5205,20,18,13490,578343,TIMEOUT,2382.1697,,,,,,,,-1.0,-1.0,-1.0,,-1.0,-1.0,75.0,791.67,,20,18,13490,578343,TIMEOUT,2375.3810,,,,,,,,,,,,,
Random3_4_150,3551,4,150,10 states,8 symbols,2494,13,0,1170,8,38,0,0,54.5206,11,10,13849,362351,SAT,48.6994,600.0,600.0,332.0,597.0,3.0,268.0,0.99,0.55,0.99,0.7,0.8,0.8,0.95,100.0,292.31,,11,10,13849,362351,SAT,48.0773,600,600,332,597,3,268,0.99,0.55,0.99,0.70,0.80,0.80,0.95
Random3_1_75,9321,1,75,10 states,8 symbols,1209,11,0,595,8,66,0,0,7.2356,11,10,7524,190517,SAT,25.0344,300.0,300.0,68.0,289.0,11.0,232.0,0.86,0.23,0.96,0.4,0.6,0.6,0.7,100.0,600.0,,11,10,7524,190517,SAT,24.9169,300,300,68,289,11,232,0.86,0.23,0.96,0.40,0.60,0.60,0.7
Random3_5_300,6267,5,300,10 states,8 symbols,5055,12,0,2438,8,12,0,0,147.872,11,10,27797,739973,SAT,87.6608,1200.0,1200.0,1200.0,1196.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.975,100.0,100.0,,11,10,27797,739973,SAT,82.7985,1200,1200,1200,1196,4,0,1.00,1.00,1.00,1.00,1.00,1.00,0.975
