File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random3_8_0,1559,8,0,10 states,8 symbols,196,1,22,91,0.6796,14,13,2856,74798,SAT,638.7269,84,84,0,84,0,84,0.0,0.0,0.0,0.0,0.5,0.0,0.1990384615384615,4.35,0.0,,14,13,2856,74798,SAT,635.5952,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.19903846153846155
Random3_0_1200,221,0,1200,10 states,8 symbols,19823,13,0,9139,2718.3861,11,10,101508,2737113,SAT,196.6213,4800,4800,4800,4800,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,11,10,101508,2737113,SAT,201.1815,4800,4800,4800,4800,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random3_4_18,3551,4,18,10 states,8 symbols,196,1,22,91,0.6666,14,13,2856,74798,SAT,638.6943,84,84,0,84,0,84,0.0,0.0,0.0,0.0,0.5,0.0,0.1990384615384615,4.35,0.0,,14,13,2856,74798,SAT,635.8619,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.19903846153846155
Random3_4_37,3551,4,37,10 states,8 symbols,493,13,10,238,3.6667,16,15,5872,194890,SAT,1058.3712,148,148,3,148,0,145,1.0,0.02,1.0,0.0,0.5,0.5,0.253448275862069,56.52,0.0,,16,15,5872,194890,SAT,1050.6537,148,148,3,148,0,145,1.00,0.02,1.00,0.00,0.50,0.50,0.33333333333333337
Random3_9_37,3863,9,37,10 states,8 symbols,506,14,22,251,9.6947,17,16,6596,239216,SAT,1268.1112,148,148,2,146,2,146,0.5,0.01,0.99,0.0,0.5,0.5,0.3290322580645161,38.89,0.0,,17,16,6596,239216,SAT,1254.5367,148,148,2,146,2,146,0.50,0.01,0.99,0.00,0.50,0.50,0.32903225806451614
Random3_2_18,1564,2,18,10 states,8 symbols,196,1,22,91,0.6834,14,13,2856,74798,SAT,635.7044,84,84,0,84,0,84,0.0,0.0,0.0,0.0,0.5,0.0,0.1990384615384615,4.35,0.0,,14,13,2856,74798,SAT,635.6751,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.19903846153846155
Random3_8_18,1559,8,18,10 states,8 symbols,196,1,22,91,0.6643,14,13,2856,74798,SAT,635.9718,84,84,0,84,0,84,0.0,0.0,0.0,0.0,0.5,0.0,0.1990384615384615,4.35,0.0,,14,13,2856,74798,SAT,641.7294,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.19903846153846155
Random3_6_37,6253,6,37,10 states,8 symbols,477,2,10,221,1.082,10,9,3020,64692,SAT,3.1941,148,148,0,147,1,148,0.0,0.0,0.99,0.0,0.5,0.5,0.5357142857142857,16.67,0.0,,10,9,3020,64692,SAT,2.6078,148,148,0,147,1,148,0.00,0.00,0.99,0.00,0.50,0.50,0.5713235294117647
Random3_6_600,6253,6,600,10 states,8 symbols,10152,15,0,4716,1016.4136,11,10,52855,1419543,SAT,139.7505,2400,2400,2400,2374,26,0,0.99,1.0,0.99,1.0,1.0,1.0,0.975,100.0,0.0,,11,10,52855,1419543,SAT,135.8208,2400,2400,2400,2374,26,0,0.99,1.00,0.99,1.00,1.00,1.00,0.975
Random3_3_1200,7968,3,1200,10 states,8 symbols,19863,15,0,9774,4818.4004,11,10,108493,2926827,SAT,252.8178,4800,4800,4800,4800,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,11,10,108493,2926827,SAT,232.0569,4800,4800,4800,4800,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
