File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
openSSL_9_2400,7229,9,2400,6 states,20 symbols,23155,40,5,8,18,269,31,0,6245.5568,9600,9600,1024,9533,67,8576,0.94,0.11,0.99,0.2,0.5,0.5,0.7316849816849818,88.89,597.78
openSSL_1_9,9292,1,9,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.612,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_8_75,7727,8,75,6 states,20 symbols,679,53,4,15,18,1735,28,0,4.8606,300,300,54,271,29,246,0.65,0.18,0.9,0.3,0.5,0.5,0.3031522468142186,92.98,3043.86
openSSL_2_1200,7810,2,1200,6 states,20 symbols,11884,38,4,9,18,214,31,0,1432.5371,4800,4800,405,4744,56,4395,0.88,0.08,0.99,0.2,0.5,0.5,0.7228571428571429,90.48,509.52
openSSL_5_0,3796,5,0,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.6425,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_6_18,9758,6,18,6 states,20 symbols,153,51,5,22,18,3390,19,0,3.0129,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_6_600,6237,6,600,6 states,20 symbols,6111,38,4,9,19,296,30,0,986.8197,2400,2400,470,2359,41,1930,0.92,0.2,0.98,0.3,0.6,0.6,0.7228571428571429,90.48,704.76
openSSL_1_18,9292,1,18,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.5944,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_6_9,9758,6,9,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.5564,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_3_18,6240,3,18,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.6033,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_1_0,9292,1,0,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.5469,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_0_150,5989,0,150,6 states,20 symbols,1504,50,5,15,18,2026,31,0,15.7446,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.3255693581780538,90.91,3683.64
openSSL_2_18,180,2,18,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.6679,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_7_600,2395,7,600,6 states,20 symbols,6144,49,4,11,18,763,31,0,1070.0687,2400,2400,586,2225,175,1814,0.77,0.24,0.93,0.4,0.6,0.6,0.496031746031746,92.45,1439.62
openSSL_9_1200,7229,9,1200,6 states,20 symbols,11873,37,5,8,18,283,31,0,1473.6505,4800,4800,698,4747,53,4102,0.93,0.15,0.99,0.3,0.6,0.6,0.7295918367346939,88.1,673.81
openSSL_2_9,180,2,9,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.6033,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_2_2400,7810,2,2400,6 states,20 symbols,23153,33,3,7,18,28,31,0,5497.7834,9600,9600,1529,9521,79,8071,0.95,0.16,0.99,0.3,0.6,0.6,0.9047619047619048,91.67,77.78
openSSL_8_600,8082,8,600,6 states,20 symbols,6021,47,4,10,18,537,31,0,808.26,2400,2400,216,2295,105,2184,0.67,0.09,0.96,0.2,0.5,0.5,0.5464285714285715,92.16,1052.94
openSSL_2_37,180,2,37,6 states,20 symbols,258,35,5,14,18,994,20,0,1.1692,148,148,0,148,0,148,0.0,0.0,0.0,0.0,0.5,0.0,0.3414195867026055,87.5,2485.0
openSSL_3_2400,2163,3,2400,6 states,20 symbols,23261,33,3,7,18,54,31,0,6930.8137,9600,9600,1524,9527,73,8076,0.95,0.16,0.99,0.3,0.6,0.6,0.9047619047619048,91.67,150.0
openSSL_5_1200,1890,5,1200,6 states,20 symbols,11918,44,3,10,18,348,31,0,1573.1836,4800,4800,308,4672,128,4492,0.71,0.06,0.97,0.1,0.5,0.5,0.625,93.62,740.43
openSSL_3_150,6240,3,150,6 states,20 symbols,1511,48,5,14,18,1548,31,0,48.2095,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.1363636363636363,90.57,2920.75
openSSL_6_1200,8807,6,1200,6 states,20 symbols,11907,33,3,7,18,70,31,0,1534.0147,4800,4800,951,4754,46,3849,0.95,0.2,0.99,0.3,0.6,0.6,0.9047619047619048,91.67,194.44
openSSL_9_75,8768,9,75,6 states,20 symbols,677,44,6,16,18,1911,25,0,4.3023,300,300,0,300,0,300,0.0,0.0,0.0,0.0,0.5,0.0,0.3135531135531135,88.0,3822.0
openSSL_1_1200,858,1,1200,6 states,20 symbols,11914,37,3,8,18,128,31,0,1242.0055,4800,4800,950,4656,144,3850,0.87,0.2,0.97,0.3,0.6,0.6,0.7890070921985816,92.5,320.0
openSSL_2_300,6118,2,300,6 states,20 symbols,3086,55,4,13,18,1854,31,0,236.0065,1200,1200,16,1170,30,1184,0.35,0.01,0.97,0.0,0.5,0.5,0.3789403085177732,93.22,3142.37
openSSL_5_18,3796,5,18,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.6126,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_6_150,9758,6,150,6 states,20 symbols,1508,42,5,15,18,1098,31,0,16.1198,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.3417252146760343,89.36,2336.17
openSSL_3_600,2753,3,600,6 states,20 symbols,6129,45,4,12,18,742,31,0,927.6785,2400,2400,16,2365,35,2384,0.31,0.01,0.99,0.0,0.5,0.5,0.5261904761904762,91.84,1514.29
openSSL_5_37,3796,5,37,6 states,20 symbols,256,42,4,17,18,1736,22,0,1.5308,148,148,0,148,0,148,0.0,0.0,0.0,0.0,0.5,0.0,0.2995391705069125,91.3,3773.91
openSSL_2_0,180,2,0,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.5962,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_9_4,8768,9,4,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.5232,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_9_300,8960,9,300,6 states,20 symbols,3068,53,5,12,18,1678,31,0,185.7341,1200,1200,16,1163,37,1184,0.3,0.01,0.97,0.0,0.5,0.5,0.3830227743271222,91.38,2893.1
openSSL_2_4,180,2,4,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.5982,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_5_9,3796,5,9,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.617,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_6_300,6237,6,300,6 states,20 symbols,3058,47,4,11,19,630,30,0,230.7784,1200,1200,329,973,227,871,0.59,0.27,0.81,0.4,0.5,0.5,0.4020296643247463,92.16,1235.29
openSSL_4_1200,3121,4,1200,6 states,20 symbols,11925,36,3,8,18,114,31,0,1357.6207,4800,4800,959,4411,389,3841,0.71,0.2,0.92,0.3,0.6,0.6,0.660455486542443,92.31,292.31
openSSL_8_150,7727,8,150,6 states,20 symbols,1499,54,5,15,18,2101,31,0,22.4315,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.3000652315720808,91.53,3561.02
openSSL_6_2400,8807,6,2400,6 states,20 symbols,23148,36,2,8,19,102,30,0,5930.4752,9600,9600,1526,9487,113,8074,0.93,0.16,0.99,0.3,0.6,0.6,0.8746031746031746,94.74,268.42
openSSL_3_75,6240,3,75,6 states,20 symbols,687,46,5,16,18,2126,29,0,5.064,300,300,0,300,0,300,0.0,0.0,0.0,0.0,0.5,0.0,0.3116883116883117,90.2,4168.63
openSSL_3_9,6240,3,9,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.5742,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_9_37,8768,9,37,6 states,20 symbols,255,53,6,21,18,4247,21,0,2.5156,148,148,0,148,0,148,0.0,0.0,0.0,0.0,0.5,0.0,0.1458710066305003,89.83,7198.31
openSSL_0_37,5989,0,37,6 states,20 symbols,258,38,5,14,18,1045,20,0,1.0954,148,148,0,148,0,148,0.0,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,88.37,2430.23
openSSL_4_4,6940,4,4,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.5122,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_6_4,9758,6,4,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.5614,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_8_2400,8312,8,2400,6 states,20 symbols,23146,36,4,8,18,140,31,0,7205.0956,9600,9600,2987,9210,390,6613,0.88,0.31,0.96,0.5,0.6,0.6,0.7664640324214793,90.0,350.0
openSSL_9_18,8768,9,18,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.5079,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_4_600,979,4,600,6 states,20 symbols,6119,47,4,11,18,719,31,0,920.4837,2400,2400,216,2257,143,2184,0.6,0.09,0.94,0.2,0.5,0.5,0.4824355971896955,92.16,1409.8
openSSL_0_9,5989,0,9,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.637,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_5_2400,1890,5,2400,6 states,20 symbols,23199,40,4,9,18,254,31,0,6213.7111,9600,9600,573,9530,70,9027,0.89,0.06,0.99,0.1,0.5,0.5,0.7101648351648351,90.91,577.27
openSSL_0_1200,5878,0,1200,6 states,20 symbols,11980,37,2,9,19,159,30,0,1309.9646,4800,4800,968,4537,263,3832,0.79,0.2,0.95,0.3,0.6,0.6,0.6988348530901722,94.87,407.69
openSSL_0_4,5989,0,4,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.6543,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_5_150,3796,5,150,6 states,20 symbols,1486,45,4,13,18,1062,31,0,13.509,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.381928181108509,91.84,2167.35
openSSL_0_0,5989,0,0,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.6281,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_7_300,2395,7,300,6 states,20 symbols,3107,45,5,11,18,962,31,0,242.0058,1200,1200,16,1165,35,1184,0.31,0.01,0.97,0.0,0.5,0.5,0.4452380952380952,90.0,1924.0
openSSL_1_600,6583,1,600,6 states,20 symbols,6094,43,3,10,18,476,31,0,1065.3459,2400,2400,227,2324,76,2173,0.75,0.09,0.97,0.2,0.5,0.5,0.6298701298701299,93.48,1034.78
openSSL_6_37,9758,6,37,6 states,20 symbols,258,50,5,19,18,2083,21,0,3.4302,148,148,0,148,0,148,0.0,0.0,0.0,0.0,0.5,0.0,0.1875407697325505,90.91,3787.27
openSSL_2_600,6118,2,600,6 states,20 symbols,6120,39,3,9,18,208,31,0,845.0789,2400,2400,596,2236,164,1804,0.78,0.25,0.93,0.4,0.6,0.6,0.6790476190476191,92.86,495.24
openSSL_8_18,7727,8,18,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.526,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_9_9,8768,9,9,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.5254,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_1_75,9292,1,75,6 states,20 symbols,695,46,4,16,18,1542,27,0,4.4532,300,300,0,300,0,300,0.0,0.0,0.0,0.0,0.5,0.0,0.3135531135531135,92.0,3084.0
openSSL_8_1200,8312,8,1200,6 states,20 symbols,12004,38,4,8,18,255,31,0,1494.2302,4800,4800,298,4742,58,4502,0.84,0.06,0.99,0.1,0.5,0.5,0.7295918367346939,90.48,607.14
openSSL_7_4,312,7,4,6 states,20 symbols,153,51,5,22,18,3390,19,0,2.0255,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_8_9,7727,8,9,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.5533,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_4_18,6940,4,18,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.5239,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_9_600,8960,9,600,6 states,20 symbols,6111,44,3,10,18,492,31,0,527.254,2400,2400,590,2105,295,1810,0.67,0.25,0.88,0.4,0.6,0.6,0.5,93.62,1046.81
openSSL_8_4,7727,8,4,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.5318,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_3_1200,2163,3,1200,6 states,20 symbols,11949,42,3,9,18,302,31,0,1285.2585,4800,4800,956,4515,285,3844,0.77,0.2,0.94,0.3,0.6,0.6,0.682839173405211,93.33,671.11
openSSL_0_300,866,0,300,6 states,20 symbols,3075,51,5,15,18,2020,31,0,133.8054,1200,1200,22,1158,42,1178,0.34,0.02,0.96,0.0,0.5,0.5,0.3238095238095238,91.07,3607.14
