File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
openSSL_0_150,5989,0,150,6 states,20 symbols,1504,50,5,15,18,2026,31,0,15.7446,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.3255693581780538,90.91,3683.64
openSSL_3_150,6240,3,150,6 states,20 symbols,1511,48,5,14,18,1548,31,0,48.2095,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.1363636363636363,90.57,2920.75
openSSL_6_150,9758,6,150,6 states,20 symbols,1508,42,5,15,18,1098,31,0,16.1198,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.3417252146760343,89.36,2336.17
openSSL_8_150,7727,8,150,6 states,20 symbols,1499,54,5,15,18,2101,31,0,22.4315,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.3000652315720808,91.53,3561.02
openSSL_5_150,3796,5,150,6 states,20 symbols,1486,45,4,13,18,1062,31,0,13.509,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.381928181108509,91.84,2167.35
openSSL_4_150,6940,4,150,6 states,20 symbols,1511,53,4,14,18,1976,31,0,15.5709,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.3238095238095238,92.98,3466.67
openSSL_1_150,9292,1,150,6 states,20 symbols,1506,48,4,14,18,1404,30,0,14.3229,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.3331501831501832,92.31,2700.0
openSSL_7_150,312,7,150,6 states,20 symbols,1516,50,4,14,18,1943,30,0,15.8287,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.3292466240227434,92.59,3598.15
openSSL_2_150,180,2,150,6 states,20 symbols,1482,50,4,13,18,1717,31,0,15.4088,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.3311688311688311,92.59,3179.63
openSSL_9_150,8768,9,150,6 states,20 symbols,1481,51,5,14,18,1976,31,0,18.2261,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.3064182194616977,91.07,3528.57
